SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
C,26,26.7,26.70,26.70/2,26.70/2,26702,Manufacture of photographic and cinematographic equipment,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of optical instruments and photographic equipment,Manufacture of optical instruments and photographic equipment,Manufacture of photographic and cinematographic equipment,MANUFACTURING
C,26,26.8,NA,NA,26.8,26800,Manufacture of magnetic and optical media,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of magnetic and optical media,NA,NA,MANUFACTURING
C,26,26.8,26.80,NA,26.80,26800,Manufacture of magnetic and optical media,MANUFACTURING,"Manufacture of computer, electronic and optical products",Manufacture of magnetic and optical media,Manufacture of magnetic and optical media,NA,MANUFACTURING
C,27,NA,NA,NA,27,27000,Manufacture of electrical equipment,MANUFACTURING,Manufacture of electrical equipment,NA,NA,NA,MANUFACTURING
C,27,27.1,NA,NA,27.1,27100,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",MANUFACTURING,Manufacture of electrical equipment,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",NA,NA,MANUFACTURING
C,27,27.1,27.11,NA,27.11,27110,"Manufacture of electric motors, generators and transformers",MANUFACTURING,Manufacture of electrical equipment,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Manufacture of electric motors, generators and transformers",NA,MANUFACTURING
C,27,27.1,27.12,NA,27.12,27120,Manufacture of electricity distribution and control apparatus,MANUFACTURING,Manufacture of electrical equipment,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Manufacture of electricity distribution and control apparatus,NA,MANUFACTURING
C,27,27.2,NA,NA,27.2,27200,Manufacture of batteries and accumulators,MANUFACTURING,Manufacture of electrical equipment,Manufacture of batteries and accumulators,NA,NA,MANUFACTURING
C,27,27.2,27.20,NA,27.20,27200,Manufacture of batteries and accumulators,MANUFACTURING,Manufacture of electrical equipment,Manufacture of batteries and accumulators,Manufacture of batteries and accumulators,NA,MANUFACTURING
C,27,27.3,NA,NA,27.3,27300,Manufacture of wiring and wiring devices,MANUFACTURING,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,NA,NA,MANUFACTURING
C,27,27.3,27.31,NA,27.31,27310,Manufacture of fibre optic cables,MANUFACTURING,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,Manufacture of fibre optic cables,NA,MANUFACTURING
C,27,27.3,27.32,NA,27.32,27320,Manufacture of other electronic and electric wires and cables,MANUFACTURING,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,Manufacture of other electronic and electric wires and cables,NA,MANUFACTURING
C,27,27.3,27.33,NA,27.33,27330,Manufacture of wiring devices,MANUFACTURING,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,Manufacture of wiring devices,NA,MANUFACTURING
C,27,27.4,NA,NA,27.4,27400,Manufacture of electric lighting equipment,MANUFACTURING,Manufacture of electrical equipment,Manufacture of electric lighting equipment,NA,NA,MANUFACTURING
C,27,27.4,27.40,NA,27.40,27400,Manufacture of electric lighting equipment,MANUFACTURING,Manufacture of electrical equipment,Manufacture of electric lighting equipment,Manufacture of electric lighting equipment,NA,MANUFACTURING
C,27,27.5,NA,NA,27.5,27500,Manufacture of domestic appliances,MANUFACTURING,Manufacture of electrical equipment,Manufacture of domestic appliances,NA,NA,MANUFACTURING
C,27,27.5,27.51,NA,27.51,27510,Manufacture of electric domestic appliances,MANUFACTURING,Manufacture of electrical equipment,Manufacture of domestic appliances,Manufacture of electric domestic appliances,NA,MANUFACTURING
C,27,27.5,27.52,NA,27.52,27520,Manufacture of non-electric domestic appliances,MANUFACTURING,Manufacture of electrical equipment,Manufacture of domestic appliances,Manufacture of non-electric domestic appliances,NA,MANUFACTURING
C,27,27.9,NA,NA,27.9,27900,Manufacture of other electrical equipment,MANUFACTURING,Manufacture of electrical equipment,Manufacture of other electrical equipment,NA,NA,MANUFACTURING
C,27,27.9,27.90,NA,27.90,27900,Manufacture of other electrical equipment,MANUFACTURING,Manufacture of electrical equipment,Manufacture of other electrical equipment,Manufacture of other electrical equipment,NA,MANUFACTURING
C,28,NA,NA,NA,28,28000,Manufacture of machinery and equipment n.e.c.,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,NA,NA,NA,MANUFACTURING
C,28,28.1,NA,NA,28.1,28100,Manufacture of general-purpose machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,NA,NA,MANUFACTURING
C,28,28.1,28.11,NA,28.11,28110,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NA,MANUFACTURING
C,28,28.1,28.12,NA,28.12,28120,Manufacture of fluid power equipment,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,Manufacture of fluid power equipment,NA,MANUFACTURING
C,28,28.1,28.13,NA,28.13,28130,Manufacture of other pumps and compressors,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,Manufacture of other pumps and compressors,NA,MANUFACTURING
C,28,28.1,28.13,28.13/1,28.13/1,28131,Manufacture of pumps,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,Manufacture of other pumps and compressors,Manufacture of pumps,MANUFACTURING
C,28,28.1,28.13,28.13/2,28.13/2,28132,Manufacture of compressors,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,Manufacture of other pumps and compressors,Manufacture of compressors,MANUFACTURING
C,28,28.1,28.14,NA,28.14,28140,Manufacture of other taps and valves,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,Manufacture of other taps and valves,NA,MANUFACTURING
C,28,28.1,28.15,NA,28.15,28150,"Manufacture of bearings, gears, gearing and driving elements",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of general-purpose machinery,"Manufacture of bearings, gears, gearing and driving elements",NA,MANUFACTURING
C,28,28.2,NA,NA,28.2,28200,Manufacture of other general-purpose machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,NA,NA,MANUFACTURING
C,28,28.2,28.21,NA,28.21,28210,"Manufacture of ovens, furnaces and furnace burners",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,"Manufacture of ovens, furnaces and furnace burners",NA,MANUFACTURING
C,28,28.2,28.22,NA,28.22,28220,Manufacture of lifting and handling equipment,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,Manufacture of lifting and handling equipment,NA,MANUFACTURING
C,28,28.2,28.23,NA,28.23,28230,Manufacture of office machinery and equipment (except computers and peripheral equipment),MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,Manufacture of office machinery and equipment (except computers and peripheral equipment),NA,MANUFACTURING
C,28,28.2,28.24,NA,28.24,28240,Manufacture of power-driven hand tools,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,Manufacture of power-driven hand tools,NA,MANUFACTURING
C,28,28.2,28.25,NA,28.25,28250,Manufacture of non-domestic cooling and ventilation equipment,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,Manufacture of non-domestic cooling and ventilation equipment,NA,MANUFACTURING
C,28,28.2,28.29,NA,28.29,28290,Manufacture of other general-purpose machinery n.e.c.,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other general-purpose machinery,Manufacture of other general-purpose machinery n.e.c.,NA,MANUFACTURING
C,28,28.3,NA,NA,28.3,28300,Manufacture of agricultural and forestry machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of agricultural and forestry machinery,NA,NA,MANUFACTURING
C,28,28.3,28.30,NA,28.30,28300,Manufacture of agricultural and forestry machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of agricultural and forestry machinery,Manufacture of agricultural and forestry machinery,NA,MANUFACTURING
C,28,28.3,28.30,28.30/1,28.30/1,28301,Manufacture of agricultural tractors,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of agricultural and forestry machinery,Manufacture of agricultural and forestry machinery,Manufacture of agricultural tractors,MANUFACTURING
C,28,28.3,28.30,28.30/2,28.30/2,28302,Manufacture of agricultural and forestry machinery (other than agricultural tractors),MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of agricultural and forestry machinery,Manufacture of agricultural and forestry machinery,Manufacture of agricultural and forestry machinery (other than agricultural tractors),MANUFACTURING
C,28,28.4,NA,NA,28.4,28400,Manufacture of metal forming machinery and machine tools,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of metal forming machinery and machine tools,NA,NA,MANUFACTURING
C,28,28.4,28.41,NA,28.41,28410,Manufacture of metal forming machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of metal forming machinery and machine tools,Manufacture of metal forming machinery,NA,MANUFACTURING
C,28,28.4,28.49,NA,28.49,28490,Manufacture of other machine tools,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of metal forming machinery and machine tools,Manufacture of other machine tools,NA,MANUFACTURING
C,28,28.9,NA,NA,28.9,28900,Manufacture of other special-purpose machinery,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,NA,NA,MANUFACTURING
C,28,28.9,28.91,NA,28.91,28910,Manufacture of machinery for metallurgy,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,Manufacture of machinery for metallurgy,NA,MANUFACTURING
C,28,28.9,28.92,NA,28.92,28920,"Manufacture of machinery for mining, quarrying and construction",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for mining, quarrying and construction",NA,MANUFACTURING
C,28,28.9,28.92,28.92/1,28.92/1,28921,Manufacture of machinery for mining,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for mining, quarrying and construction",Manufacture of machinery for mining,MANUFACTURING
C,28,28.9,28.92,28.92/2,28.92/2,28922,Manufacture of earthmoving equipment,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for mining, quarrying and construction",Manufacture of earthmoving equipment,MANUFACTURING
C,28,28.9,28.92,28.92/3,28.92/3,28923,Manufacture of equipment for concrete crushing and screening roadworks,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for mining, quarrying and construction",Manufacture of equipment for concrete crushing and screening roadworks,MANUFACTURING
C,28,28.9,28.93,NA,28.93,28930,"Manufacture of machinery for food, beverage and tobacco processing",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for food, beverage and tobacco processing",NA,MANUFACTURING
C,28,28.9,28.94,NA,28.94,28940,"Manufacture of machinery for textile, apparel and leather production",MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,"Manufacture of machinery for textile, apparel and leather production",NA,MANUFACTURING
C,28,28.9,28.95,NA,28.95,28950,Manufacture of machinery for paper and paperboard production,MANUFACTURING,Manufacture of machinery and equipment n.e.c.,Manufacture of other special-purpose machinery,Manufacture of machinery for paper and paperboard production,NA,MANUFACTURING
